id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,total_sf,bathrooms,porch_area,condition_1_pos,condition_2_pos,condition_1_neg,condition_2_neg,has_pool,has_fireplace,has_garage,has_basement,garage_and_cars,quality,fireplace_and_qual,liv_area_rms_abvgrnd,condition,salepricelog
1859,533254100,80,RL,80.0,9600,Pave,1,4,4,3,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,4,4,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,528.0,528.0,GasA,5,1,SBrkr,1094,761,0,1855,0.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1976.0,RFn,2.0,512.0,3.0,3.0,3,113,100,0,0,0,0,0,8,2007,WD ,187000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2383.0,3.0,213,0,0,1,0,0,1,1,1,1024.0,216.0,3.0,12985,252.0,12.138863895836725
2343,527301010,20,RL,91.0,14145,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,2.0,ALQ,213.0,Unf,0.0,995.0,1208.0,GasA,5,1,SBrkr,1621,0,0,1621,1.0,0.0,2,0,3,1,4,8,7,0,0.0,Attchd,1984.0,RFn,2.0,440.0,3.0,3.0,3,108,45,0,0,0,0,400,5,2006,WD ,202500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2829.0,3.0,153,0,0,0,0,0,0,1,1,880.0,448.0,0.0,12968,189.0,12.218495165528731
1713,528172050,20,RL,70.0,9926,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3.0,2.0,GLQ,1178.0,Unf,0.0,436.0,1614.0,GasA,5,1,SBrkr,1614,0,0,1614,1.0,0.0,2,0,3,1,4,7,7,0,0.0,Attchd,2005.0,RFn,3.0,878.0,3.0,3.0,3,100,38,0,0,0,0,0,5,2007,WD ,245700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3228.0,3.0,138,0,0,0,0,0,0,1,1,2634.0,448.0,0.0,11298,135.0,12.41186655850927
1816,531451150,160,RL,50.0,8012,Pave,1,4,4,3,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,630.0,630.0,GasA,5,1,SBrkr,630,636,0,1266,0.0,0.0,1,1,2,1,3,5,7,2,3.0,Attchd,1980.0,RFn,1.0,283.0,3.0,3.0,3,340,0,0,0,0,0,0,7,2007,WD ,128000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1896.0,2.0,340,0,0,0,0,0,1,1,1,283.0,162.0,6.0,6330,135.0,11.759785542901755
2390,528120110,60,RL,80.0,10240,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4.0,3.0,2.0,Unf,0.0,Unf,0.0,1030.0,1030.0,GasA,4,1,SBrkr,1038,1060,0,2098,0.0,0.0,2,1,3,1,5,8,7,1,4.0,Attchd,2005.0,RFn,3.0,878.0,3.0,3.0,3,192,52,0,0,0,0,0,3,2006,WD ,275500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3128.0,3.0,244,0,0,0,0,0,1,1,1,2634.0,640.0,4.0,16784,135.0,12.526342907575106
364,527166010,60,RL,72.02564102564102,10762,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,4,3,PConc,4.0,3.0,1.0,GLQ,694.0,Unf,0.0,284.0,978.0,GasA,5,1,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,4,9,7,1,3.0,Attchd,1999.0,Fin,2.0,490.0,3.0,3.0,3,0,0,0,0,0,0,0,5,2009,WD ,225000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2961.0,3.0,0,0,0,0,0,0,1,1,1,980.0,448.0,3.0,17847,135.0,12.323855681186558
684,535453100,80,RL,80.0,8000,Pave,1,4,4,3,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,4.0,3.0,3.0,GLQ,433.0,Rec,95.0,0.0,528.0,GasA,3,1,SBrkr,1183,0,0,1183,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1959.0,RFn,1.0,288.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2009,WD ,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1711.0,2.0,0,0,0,0,0,0,0,1,1,288.0,180.0,0.0,7098,135.0,11.835008964139341
32,527451410,160,RM,21.0,1680,Pave,1,4,4,3,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,HdBoard,ImStucc,BrkFace,381.0,3,3,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,525.0,525.0,GasA,3,1,SBrkr,525,567,0,1092,0.0,0.0,1,1,3,1,3,6,7,0,0.0,Detchd,1971.0,Unf,1.0,264.0,3.0,3.0,3,0,0,0,0,0,0,0,3,2010,WD ,88000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1617.0,2.0,0,0,0,0,0,0,0,1,1,264.0,162.0,0.0,6552,135.0,11.385092093460344
1698,528110100,60,RL,105.0,13693,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,772.0,5,3,PConc,4.0,3.0,3.0,Unf,0.0,Unf,0.0,2153.0,2153.0,GasA,5,1,SBrkr,2069,574,0,2643,0.0,0.0,2,1,3,1,5,9,7,1,4.0,BuiltIn,2006.0,Fin,3.0,694.0,3.0,3.0,3,414,84,0,0,0,0,0,3,2007,WD ,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4796.0,3.0,498,0,0,0,0,0,1,1,1,2082.0,900.0,4.0,23787,135.0,12.84792653170257
1129,528482020,20,FV,85.0,10625,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,4,3,PConc,4.0,3.0,3.0,Unf,0.0,Unf,0.0,1660.0,1660.0,GasA,5,1,SBrkr,1660,0,0,1660,0.0,0.0,2,0,3,1,4,7,7,1,4.0,Attchd,2007.0,Fin,3.0,660.0,3.0,3.0,3,133,120,0,0,0,0,0,6,2008,WD ,256000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3320.0,2.0,253,0,0,0,0,0,1,1,1,1980.0,512.0,4.0,11620,135.0,12.4529327234617
165,535456110,20,RL,60.0,7200,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,2.0,BLQ,234.0,Rec,486.0,180.0,900.0,GasA,3,1,SBrkr,900,0,0,900,0.0,1.0,1,0,3,1,4,5,7,0,0.0,Detchd,2005.0,Unf,2.0,576.0,3.0,3.0,3,222,32,0,0,0,0,0,5,2010,WD ,134800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800.0,2.0,254,0,0,0,0,0,0,1,1,1152.0,180.0,0.0,4500,189.0,11.811547477460344
935,909451140,160,RM,24.0,1612,Pave,1,4,4,3,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,4.0,3.0,1.0,Unf,0.0,Unf,0.0,561.0,561.0,GasA,3,1,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,3,5,7,1,3.0,Attchd,1980.0,Fin,2.0,462.0,3.0,3.0,3,154,0,0,0,0,0,0,7,2009,WD ,121000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1790.0,2.0,154,0,0,0,0,0,1,1,1,924.0,216.0,3.0,6145,162.0,11.703545824578878
1802,528480020,60,FV,84.0,10207,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,Unf,0.0,Unf,0.0,874.0,874.0,GasA,5,1,SBrkr,874,887,0,1761,0.0,0.0,3,0,3,1,4,7,7,0,0.0,Attchd,2007.0,Fin,2.0,578.0,3.0,3.0,3,144,105,0,0,0,0,0,8,2007,New,227875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2635.0,3.0,249,0,0,0,0,0,0,1,1,1156.0,448.0,0.0,12327,162.0,12.336552511980964
250,906378100,20,RL,64.0,10475,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,4,3,PConc,4.0,3.0,3.0,Unf,0.0,Unf,0.0,1694.0,1694.0,GasA,5,1,SBrkr,1694,0,0,1694,0.0,0.0,2,0,3,1,4,7,7,0,0.0,Attchd,2008.0,RFn,3.0,776.0,3.0,3.0,3,160,33,0,0,0,0,0,2,2010,WD ,245350,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388.0,2.0,193,0,0,0,0,0,0,1,1,2328.0,512.0,0.0,11858,135.0,12.41044104151805
2668,902401090,90,RM,33.0,5976,Pave,1,4,4,3,Norm,Norm,Duplex,2Story,5,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,Unf,0.0,Unf,0.0,624.0,624.0,GasA,4,0,FuseA,624,624,0,1248,0.0,0.0,2,0,2,2,3,8,7,0,0.0,,1980.0,,0.0,0.0,0.0,0.0,1,0,130,256,0,0,0,0,12,2006,WD ,93500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1872.0,2.0,386,0,0,0,0,0,0,0,1,0.0,135.0,0.0,9984,0.0,11.44571671527678
236,905426060,30,RL,85.0,10625,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,ALQ,108.0,Unf,0.0,350.0,458.0,GasA,2,0,SBrkr,835,0,0,835,0.0,0.0,1,0,2,1,3,5,7,0,0.0,Basment,1920.0,Unf,1.0,366.0,2.0,3.0,3,0,0,77,0,0,0,400,5,2010,COD,83000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1293.0,1.0,77,0,0,0,0,0,0,1,1,366.0,135.0,0.0,4175,135.0,11.326595886778735
2117,906426195,60,RL,92.5,53107,Pave,3,1,4,2,Feedr,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,3.0,GLQ,985.0,Unf,0.0,595.0,1580.0,GasA,5,1,SBrkr,1079,874,0,1953,1.0,0.0,2,1,3,1,4,9,7,2,2.0,Attchd,1992.0,Fin,2.0,501.0,3.0,3.0,3,216,231,0,0,0,0,0,6,2007,WD ,240000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533.0,4.0,447,0,0,1,0,0,1,1,1,1002.0,384.0,4.0,17577,135.0,12.388394202324129
2029,903430040,45,RM,40.0,5680,Pave,1,4,4,3,Norm,Norm,1Fam,1.5Fin,5,4,1901,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1.0,Unf,0.0,Unf,0.0,592.0,592.0,GasA,3,0,FuseA,933,240,0,1173,0.0,0.0,2,0,3,1,3,7,7,0,0.0,Detchd,1920.0,Unf,1.0,240.0,3.0,2.0,3,0,25,77,0,0,0,0,9,2007,WD ,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1765.0,2.0,102,0,0,0,0,0,0,1,1,240.0,135.0,0.0,8211,72.0,11.635143097694478
636,535175050,20,RL,66.0,12400,Pave,2,4,4,3,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176.0,3,3,CBlock,3.0,2.0,1.0,Rec,585.0,Unf,0.0,630.0,1215.0,GasA,3,1,FuseA,1215,0,0,1215,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Attchd,1958.0,Unf,1.0,297.0,3.0,3.0,3,0,0,0,0,234,0,0,6,2009,WD ,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2430.0,1.0,234,0,0,1,0,0,0,1,1,297.0,162.0,0.0,7290,126.0,11.951180395901384
1155,532378200,20,RL,65.0,6768,Pave,2,4,4,3,Feedr,Norm,1Fam,1Story,6,8,1961,1996,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3.0,2.0,GLQ,832.0,Unf,0.0,80.0,912.0,GasA,4,1,SBrkr,912,0,0,912,1.0,1.0,1,0,3,1,4,5,7,0,0.0,Detchd,1962.0,Unf,1.0,288.0,3.0,3.0,3,168,0,0,0,0,0,0,5,2008,WD ,142000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1824.0,3.0,168,0,0,1,0,0,0,1,1,288.0,216.0,0.0,4560,288.0,11.863582336583399
739,903228120,45,RM,50.0,6000,Pave,1,4,4,3,Norm,Norm,1Fam,1.5Unf,6,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3.0,3.0,1.0,Unf,0.0,Unf,0.0,884.0,884.0,GasA,4,1,SBrkr,904,0,0,904,0.0,0.0,1,0,2,1,3,4,7,0,0.0,Detchd,1926.0,Unf,1.0,180.0,3.0,3.0,3,0,0,105,0,0,0,0,1,2009,WD ,119000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1788.0,1.0,105,0,0,0,0,0,0,1,1,180.0,216.0,0.0,3616,189.0,11.686878772093667
1608,923400040,50,RL,75.0,12508,Pave,2,4,4,3,Norm,Norm,1Fam,1.5Fin,6,7,1940,1985,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,2.0,ALQ,660.0,Unf,0.0,323.0,983.0,GasA,5,1,SBrkr,983,767,0,1750,1.0,0.0,2,0,4,1,3,7,4,0,0.0,Attchd,1989.0,Unf,1.0,423.0,3.0,3.0,3,245,0,156,0,0,0,1300,7,2008,WD ,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2733.0,3.0,401,0,0,0,0,0,0,1,1,423.0,216.0,0.0,12250,189.0,11.982929094215963
1087,528235120,60,RL,62.0,7415,Pave,2,4,4,3,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3.0,3.0,1.0,GLQ,759.0,Unf,0.0,80.0,839.0,GasA,5,1,SBrkr,864,729,0,1593,1.0,0.0,2,1,3,1,3,8,7,1,3.0,Attchd,2004.0,Fin,2.0,398.0,3.0,3.0,3,100,75,0,0,0,0,0,4,2008,WD ,193000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2432.0,4.0,175,0,0,0,0,0,1,1,1,796.0,162.0,3.0,12744,135.0,12.170445467887022
1774,528366070,60,RL,88.0,11762,Pave,1,4,4,3,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,309.0,4,3,PConc,5.0,3.0,1.0,GLQ,335.0,Unf,0.0,770.0,1105.0,GasA,5,1,SBrkr,1105,1097,0,2202,1.0,0.0,2,1,4,1,4,9,7,1,3.0,Attchd,1992.0,RFn,2.0,517.0,3.0,3.0,3,0,65,0,0,144,0,0,9,2007,WD ,263000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3307.0,4.0,209,0,0,0,0,0,1,1,1,1034.0,640.0,3.0,19818,135.0,12.479909311159902
2816,907420090,20,RL,65.0,8767,Pave,2,4,4,3,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,5,1,SBrkr,1310,0,0,1310,0.0,0.0,2,0,3,1,4,6,7,1,4.0,Attchd,2005.0,Fin,2.0,400.0,3.0,3.0,3,0,0,0,0,0,0,0,7,2006,New,164990,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2620.0,2.0,0,0,0,0,0,0,1,1,1,800.0,448.0,4.0,7860,135.0,12.01364014498549
2194,908276230,20,RL,60.0,8190,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,1.0,Rec,732.0,Unf,0.0,216.0,948.0,GasA,5,1,SBrkr,948,0,0,948,1.0,0.0,1,0,3,1,3,5,7,1,3.0,Detchd,1956.0,Unf,1.0,280.0,3.0,3.0,3,0,36,0,0,0,0,0,10,2007,WD ,119000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1896.0,2.0,36,0,0,0,0,0,1,1,1,280.0,108.0,3.0,4740,162.0,11.686878772093667
523,528458180,20,FV,75.0,7500,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,238.0,4,3,PConc,4.0,3.0,1.0,GLQ,24.0,Unf,0.0,1348.0,1372.0,GasA,5,1,SBrkr,1448,0,0,1448,0.0,0.0,2,0,2,1,4,6,7,1,4.0,Attchd,2006.0,RFn,2.0,692.0,3.0,3.0,3,0,140,0,0,0,0,0,6,2009,WD ,238500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2820.0,2.0,140,0,0,0,0,0,1,1,1,1384.0,512.0,4.0,8688,135.0,12.382124589310534
2767,906475200,20,RL,62.0,70761,Pave,2,1,4,2,Norm,Norm,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,4.0,ALQ,655.0,Unf,0.0,878.0,1533.0,GasA,3,1,SBrkr,1533,0,0,1533,1.0,0.0,2,0,2,1,4,5,7,2,3.0,Attchd,1975.0,Unf,2.0,576.0,3.0,3.0,3,200,54,0,0,0,0,0,12,2006,WD ,280000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3066.0,3.0,254,0,0,0,0,0,1,1,1,1152.0,336.0,6.0,7665,135.0,12.542544882151386
1837,533206070,120,FV,32.0,3784,Pave,2,4,4,3,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4.0,3.0,1.0,GLQ,60.0,Unf,0.0,1451.0,1511.0,GasA,5,1,SBrkr,1565,0,0,1565,1.0,0.0,2,0,2,1,4,5,7,0,0.0,Attchd,2006.0,Fin,2.0,476.0,3.0,3.0,3,0,120,0,0,0,0,0,2,2007,New,193800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3076.0,3.0,120,0,0,0,0,0,0,1,1,952.0,512.0,0.0,7825,135.0,12.174581978438804
2284,923225040,120,RM,44.0,4224,Pave,1,4,4,3,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,PConc,4.0,3.0,1.0,GLQ,840.0,Unf,0.0,200.0,1040.0,GasA,3,1,SBrkr,1060,0,0,1060,1.0,0.0,1,0,3,1,3,6,7,1,3.0,Attchd,1976.0,Unf,2.0,572.0,3.0,3.0,3,100,110,0,0,0,0,0,6,2007,WD ,129900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2100.0,2.0,210,0,0,0,0,0,1,1,1,1144.0,180.0,3.0,6360,189.0,11.77452020265869
1434,907135260,20,RL,57.0,9245,Pave,3,4,4,3,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,GLQ,686.0,Unf,0.0,304.0,990.0,GasA,5,1,SBrkr,990,0,0,990,0.0,1.0,1,0,3,1,3,5,7,0,0.0,Detchd,1996.0,Unf,2.0,672.0,3.0,3.0,3,0,0,0,0,0,0,0,2,2008,WD ,145000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980.0,2.0,0,0,0,0,0,0,0,1,1,1344.0,180.0,0.0,4950,135.0,11.884489021402711
2794,907255050,20,RL,70.75324675324676,14781,Pave,3,4,4,3,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4.0,3.0,4.0,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,5,1,SBrkr,1787,0,0,1787,0.0,0.0,2,0,3,1,4,7,7,1,3.0,Attchd,2001.0,RFn,3.0,748.0,3.0,3.0,3,198,150,0,0,0,0,0,8,2006,WD ,275000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3540.0,2.0,348,0,0,0,0,0,1,1,1,2244.0,512.0,3.0,12509,135.0,12.524526376648708
2625,535454030,90,RL,60.0,8544,Pave,1,4,4,3,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,Wall,2,0,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,7,0,0.0,Detchd,1950.0,Unf,2.0,400.0,3.0,2.0,3,0,0,0,0,0,0,0,12,2006,WD ,81400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.0,2.0,0,0,0,0,0,0,0,1,0,800.0,0.0,0.0,6240,0.0,11.307130551990632
794,905475160,20,RL,62.0,7440,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,4.0,3.0,1.0,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,3,1,SBrkr,1089,0,0,1089,1.0,0.0,1,0,3,1,3,5,7,1,4.0,Detchd,1954.0,RFn,1.0,252.0,3.0,3.0,2,328,0,0,0,0,0,0,9,2009,WD ,125000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2178.0,2.0,328,0,0,0,0,0,1,1,1,252.0,180.0,4.0,5445,162.0,11.736069016284437
708,902204080,30,RM,62.0,7404,Pave,1,4,4,3,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2.0,3.0,1.0,Unf,0.0,Unf,0.0,861.0,861.0,GasA,3,1,SBrkr,861,0,0,861,0.0,0.0,1,0,2,1,3,5,7,0,0.0,Detchd,1920.0,Unf,2.0,288.0,3.0,3.0,1,0,0,128,0,0,0,0,11,2009,Oth,80000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1722.0,1.0,128,0,0,0,0,0,0,1,1,576.0,72.0,0.0,4305,162.0,11.289781913656018
286,909100080,30,RL,67.0,4853,Pave,1,3,4,3,Artery,Norm,1Fam,1Story,5,6,1924,1999,Gable,CompShg,MetalSd,VinylSd,BrkFace,203.0,3,3,BrkTil,3.0,3.0,2.0,Rec,133.0,Unf,0.0,974.0,1107.0,GasA,2,0,FuseA,1296,0,0,1296,0.0,0.0,2,0,2,1,2,5,7,1,4.0,Detchd,1979.0,Unf,1.0,260.0,3.0,3.0,3,0,0,36,0,0,0,0,5,2010,WD ,104000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2403.0,2.0,36,0,0,1,0,0,1,1,1,260.0,90.0,4.0,6480,162.0,11.55214617812351
